trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
132,False,"{'a': 0.9, 'e': 0.7677705507409095}",30,14,-75.61488690990343,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
133,False,"{'a': 0.9, 'e': 0.7662350096394277}",30,0,-85.69216710272276,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
134,False,"{'a': 0.9, 'e': 0.7647025396201488}",20,0,-161.51487809642967,"{0: 12, 1: 1, 2: 1, 3: 4, 4: 2}",0
135,False,"{'a': 0.9, 'e': 0.7631731345409085}",30,0,-150.8546630119906,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
136,False,"{'a': 0.9, 'e': 0.7616467882718267}",20,0,-19.740993203307053,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
137,False,"{'a': 0.9, 'e': 0.7601234946952831}",20,0,-122.25625410694296,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
138,False,"{'a': 0.9, 'e': 0.7586032477058925}",20,5,-131.51466067655366,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 3}",1
139,False,"{'a': 0.9, 'e': 0.7570860412104807}",20,0,-98.50400528004593,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
140,False,"{'a': 0.9, 'e': 0.7555718691280597}",25,0,-173.40298144307215,"{0: 13, 1: 4, 2: 3, 3: 3, 4: 2}",0
141,False,"{'a': 0.9, 'e': 0.7540607253898036}",30,2,-40.426181539880986,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 1}",1
142,False,"{'a': 0.9, 'e': 0.752552603939024}",25,0,-10.053032373613265,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
143,False,"{'a': 0.9, 'e': 0.751047498731146}",20,0,-35.8449596674666,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",1
144,False,"{'a': 0.9, 'e': 0.7495454037336836}",25,0,-60.44107852210647,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
145,False,"{'a': 0.9, 'e': 0.7480463129262163}",30,0,-155.3004019450529,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
146,False,"{'a': 0.9, 'e': 0.7465502203003639}",20,0,-95.6753237224923,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
147,False,"{'a': 0.9, 'e': 0.7450571198597631}",20,0,-44.065342619296366,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
148,False,"{'a': 0.9, 'e': 0.7435670056200436}",25,0,-117.60450666639576,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
149,False,"{'a': 0.9, 'e': 0.7420798716088035}",25,11,-50.252885927913994,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
150,False,"{'a': 0.9, 'e': 0.7405957118655859}",20,11,-12.509710084391742,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.9, 'e': 0.7391145204418548}",20,0,-157.279000838473,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
152,False,"{'a': 0.9, 'e': 0.737636291400971}",20,0,-92.67667954298564,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
153,False,"{'a': 0.9, 'e': 0.7361610188181691}",25,18,-13.871771972220113,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.9, 'e': 0.7346886967805327}",25,3,-68.76765635919075,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
155,False,"{'a': 0.9, 'e': 0.7332193193869717}",20,0,-44.37422903603607,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
156,False,"{'a': 0.9, 'e': 0.7317528807481977}",20,0,-33.50781607230485,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
157,False,"{'a': 0.9, 'e': 0.7302893749867013}",20,0,-78.80200560964079,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
158,False,"{'a': 0.9, 'e': 0.7288287962367279}",25,0,-36.24778265070369,"{0: 16, 1: 6, 2: 3, 3: 0, 4: 0}",0
159,False,"{'a': 0.9, 'e': 0.7273711386442545}",20,0,-85.35242859824781,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
160,False,"{'a': 0.9, 'e': 0.7259163963669659}",20,2,-102.62203175158463,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 2}",1
161,False,"{'a': 0.9, 'e': 0.7244645635742321}",20,0,-28.16268901659864,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
162,False,"{'a': 0.9, 'e': 0.7230156344470835}",20,0,-101.4539025255092,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
163,False,"{'a': 0.9, 'e': 0.7215696031781894}",20,0,-77.73837129382784,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
164,False,"{'a': 0.9, 'e': 0.720126463971833}",30,4,-56.15528859529636,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 1}",1
165,False,"{'a': 0.9, 'e': 0.7186862110438893}",25,0,-96.62126504600144,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
166,False,"{'a': 0.9, 'e': 0.7172488386218016}",20,15,-2.9130261819201193,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.9, 'e': 0.715814340944558}",25,0,-10.608828744248214,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.9, 'e': 0.7143827122626688}",20,0,-113.54581987693439,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
169,False,"{'a': 0.9, 'e': 0.7129539468381435}",25,11,-40.11772209997464,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
170,False,"{'a': 0.9, 'e': 0.7115280389444673}",25,0,-99.1485371065585,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
171,False,"{'a': 0.9, 'e': 0.7101049828665783}",30,14,4.786666992361812,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.9, 'e': 0.7086847729008451}",20,0,-101.05634958446055,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
173,False,"{'a': 0.9, 'e': 0.7072674033550435}",20,0,-52.595716003821956,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.9, 'e': 0.7058528685483333}",20,0,-129.13544098390693,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
175,False,"{'a': 0.9, 'e': 0.7044411628112367}",20,5,-32.2447512582832,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
176,False,"{'a': 0.9, 'e': 0.7030322804856142}",20,0,-66.88498946197308,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
177,False,"{'a': 0.9, 'e': 0.7016262159246429}",20,3,-111.0313619294932,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 1}",1
178,False,"{'a': 0.9, 'e': 0.7002229634927937}",20,2,-52.56137003711917,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
179,False,"{'a': 0.9, 'e': 0.698822517565808}",20,0,-121.62686216730206,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.9, 'e': 0.6974248725306764}",30,0,-91.44446005854228,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
181,False,"{'a': 0.9, 'e': 0.6960300227856151}",20,14,9.481188155407121,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.9, 'e': 0.6946379627400439}",25,6,-146.4822075247047,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 3}",1
183,False,"{'a': 0.9, 'e': 0.6932486868145638}",20,0,-86.68394979139214,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
184,False,"{'a': 0.9, 'e': 0.6918621894409347}",20,0,-23.77115826626758,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
185,False,"{'a': 0.9, 'e': 0.6904784650620528}",30,0,-96.48419291274796,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
186,False,"{'a': 0.9, 'e': 0.6890975081319287}",35,0,-71.96587494504146,"{0: 25, 1: 4, 2: 3, 3: 3, 4: 0}",0
187,False,"{'a': 0.9, 'e': 0.6877193131156648}",25,7,-124.89931409619508,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 2}",1
188,False,"{'a': 0.9, 'e': 0.6863438744894335}",25,0,-114.3944425267414,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
189,False,"{'a': 0.9, 'e': 0.6849711867404547}",25,12,-16.59990413095542,"{0: 8, 1: 4, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.9, 'e': 0.6836012443669737}",25,0,-68.26987857880577,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.9, 'e': 0.6822340418782398}",20,3,-49.363975419902296,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.6808695737944833}",25,5,-16.953152287285675,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
193,False,"{'a': 0.9, 'e': 0.6795078346468943}",20,0,-128.51420240286342,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
194,False,"{'a': 0.9, 'e': 0.6781488189776005}",25,0,-61.83193651549494,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.9, 'e': 0.6767925213396453}",20,1,-13.127537270252546,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
196,False,"{'a': 0.9, 'e': 0.675438936296966}",25,0,-126.6528868268409,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
197,False,"{'a': 0.9, 'e': 0.6740880584243721}",35,0,-169.02606852930685,"{0: 22, 1: 2, 2: 8, 3: 1, 4: 2}",0
198,False,"{'a': 0.9, 'e': 0.6727398823075234}",30,0,-79.94216869329532,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
199,False,"{'a': 0.9, 'e': 0.6713944025429083}",20,0,-219.38518454829187,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 4}",0
200,False,"{'a': 0.9, 'e': 0.6700516137378225}",25,0,-94.01900873677351,"{0: 14, 1: 5, 2: 3, 3: 3, 4: 0}",0
201,False,"{'a': 0.9, 'e': 0.6687115105103468}",25,11,-4.509585069903397,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.6673740874893261}",25,0,-131.23427666315865,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
203,False,"{'a': 0.9, 'e': 0.6660393393143474}",25,0,-31.819077215908614,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
204,False,"{'a': 0.9, 'e': 0.6647072606357188}",30,3,-103.17118224132321,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 1}",1
205,False,"{'a': 0.9, 'e': 0.6633778461144474}",25,0,-72.6698186767332,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
206,False,"{'a': 0.9, 'e': 0.6620510904222184}",25,4,-48.80555254367755,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.9, 'e': 0.660726988241374}",20,0,-71.91629612905352,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
208,False,"{'a': 0.9, 'e': 0.6594055342648912}",25,0,-57.57092382830877,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
209,False,"{'a': 0.9, 'e': 0.6580867231963615}",20,9,10.051659066126186,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.6567705497499687}",20,0,-26.363368037719994,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.6554570086504689}",25,0,-51.673096155011606,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.9, 'e': 0.6541460946331679}",30,0,-43.02446711372513,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
213,False,"{'a': 0.9, 'e': 0.6528378024439015}",20,0,-103.94205208446789,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
214,False,"{'a': 0.9, 'e': 0.6515321268390137}",20,0,-135.3819032712117,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
215,False,"{'a': 0.9, 'e': 0.6502290625853357}",20,0,-95.87600754350356,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
216,False,"{'a': 0.9, 'e': 0.6489286044601651}",35,1,-194.06477230863598,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 5}",1
217,False,"{'a': 0.9, 'e': 0.6476307472512447}",30,0,-119.39538905507413,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
218,False,"{'a': 0.9, 'e': 0.6463354857567423}",30,0,-40.295557262532284,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.9, 'e': 0.6450428147852287}",25,0,-97.5271208799545,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
220,False,"{'a': 0.9, 'e': 0.6437527291556583}",30,4,-48.77046599038004,"{0: 20, 1: 2, 2: 2, 3: 2, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.6424652236973469}",35,7,-238.68117889614203,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 4}",1
222,False,"{'a': 0.9, 'e': 0.6411802932499523}",25,0,-133.3229679207303,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
223,False,"{'a': 0.9, 'e': 0.6398979326634524}",25,6,-6.045372317649777,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.9, 'e': 0.6386181367981255}",25,0,-29.34799749512598,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
225,False,"{'a': 0.9, 'e': 0.6373409005245292}",20,0,-41.02291864334004,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
226,False,"{'a': 0.9, 'e': 0.6360662187234801}",25,0,-104.18808134286299,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
227,False,"{'a': 0.9, 'e': 0.6347940862860332}",30,17,-62.437440939245306,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
228,False,"{'a': 0.9, 'e': 0.6335244981134611}",20,0,-218.06463149854085,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 5}",0
229,False,"{'a': 0.9, 'e': 0.6322574491172342}",30,9,-61.29917078083068,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
230,False,"{'a': 0.9, 'e': 0.6309929342189997}",20,0,-16.652137044960938,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.9, 'e': 0.6297309483505618}",20,0,-34.86297189400105,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.9, 'e': 0.6284714864538606}",25,0,-9.324804562330211,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
233,False,"{'a': 0.9, 'e': 0.6272145434809528}",25,0,-84.98637221834767,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
234,False,"{'a': 0.9, 'e': 0.625960114393991}",30,3,-196.97310737489923,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 4}",1
235,False,"{'a': 0.9, 'e': 0.624708194165203}",20,2,-41.414910213045324,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.6234587777768725}",25,8,-90.18261637085413,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 1}",1
237,False,"{'a': 0.9, 'e': 0.6222118602213188}",20,0,-14.578825954654075,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
238,False,"{'a': 0.9, 'e': 0.6209674365008762}",25,0,-76.40892005526919,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
239,False,"{'a': 0.9, 'e': 0.6197255016278744}",25,0,-95.8658916492317,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
240,False,"{'a': 0.9, 'e': 0.6184860506246187}",30,2,-41.721835742715975,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.6172490785233694}",20,0,-19.991857602546297,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
242,False,"{'a': 0.9, 'e': 0.6160145803663227}",20,3,-146.50800229308138,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 3}",1
243,False,"{'a': 0.9, 'e': 0.6147825512055901}",35,0,-88.7600418695828,"{0: 27, 1: 3, 2: 2, 3: 2, 4: 1}",0
244,False,"{'a': 0.9, 'e': 0.6135529861031789}",25,0,-112.98118073742506,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
245,False,"{'a': 0.9, 'e': 0.6123258801309726}",25,1,-21.8222598054106,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.9, 'e': 0.6111012283707106}",35,0,-28.736489125099958,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
247,False,"{'a': 0.9, 'e': 0.6098790259139691}",20,0,-139.48769846174648,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
248,False,"{'a': 0.9, 'e': 0.6086592678621412}",25,0,-62.93346975297403,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.9, 'e': 0.6074419493264169}",30,18,-36.51927192091836,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.6062270654277641}",20,6,-41.93552431896958,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.6050146112969086}",20,0,-24.373941146950028,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.6038045820743148}",20,0,-23.05198621338323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.9, 'e': 0.6025969729101661}",35,0,-117.95600723883891,"{0: 29, 1: 1, 2: 1, 3: 1, 4: 3}",0
254,False,"{'a': 0.9, 'e': 0.6013917789643458}",25,16,-3.2641287970202586,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.9, 'e': 0.6001889954064171}",25,0,-6.976799585030429,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.9, 'e': 0.5989886174156043}",20,11,-8.143277602257221,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.5977906401807731}",20,0,16.803030072473028,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
258,False,"{'a': 0.9, 'e': 0.5965950589004115}",30,0,-124.21156999309927,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
259,False,"{'a': 0.9, 'e': 0.5954018687826107}",30,16,-31.27372111857662,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.5942110650450455}",20,0,-28.22134179096329,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
261,False,"{'a': 0.9, 'e': 0.5930226429149553}",30,4,-36.555399422374464,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.5918365976291254}",30,0,-128.7529914442811,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
263,False,"{'a': 0.9, 'e': 0.5906529244338672}",25,7,-112.57545391902455,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
264,False,"{'a': 0.9, 'e': 0.5894716185849995}",20,0,-130.21665628156723,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
265,False,"{'a': 0.9, 'e': 0.5882926753478295}",25,14,-17.057002768590003,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.5871160899971338}",20,0,10.365396948302603,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
267,False,"{'a': 0.9, 'e': 0.5859418578171396}",25,4,-68.09493682019495,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.5847699741015052}",25,0,-146.90400174935286,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
269,False,"{'a': 0.9, 'e': 0.5836004341533022}",20,7,-27.0752527464215,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.9, 'e': 0.5824332332849956}",20,8,-13.362529466720174,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.5812683668184256}",25,0,2.531597454795823,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
272,False,"{'a': 0.9, 'e': 0.5801058300847888}",20,0,-117.1644524550126,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
273,False,"{'a': 0.9, 'e': 0.5789456184246192}",20,0,0.7146669442464784,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
274,False,"{'a': 0.9, 'e': 0.5777877271877699}",25,19,13.26756866493717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.5766321517333944}",20,0,-66.53325993978808,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
276,False,"{'a': 0.9, 'e': 0.5754788874299277}",25,16,-11.641184367098951,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.5743279296550678}",30,0,-14.237052529053397,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
278,False,"{'a': 0.9, 'e': 0.5731792737957576}",20,0,3.0729288397352508,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
279,False,"{'a': 0.9, 'e': 0.5720329152481661}",20,2,-42.002975872446925,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.5708888494176698}",20,0,-74.67656645054879,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
281,False,"{'a': 0.9, 'e': 0.5697470717188344}",25,13,-42.2164954078961,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
282,False,"{'a': 0.9, 'e': 0.5686075775753968}",25,0,-59.905666029180864,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
283,False,"{'a': 0.9, 'e': 0.567470362420246}",20,3,10.272747829015689,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.5663354216954055}",30,0,-131.58535663937036,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
285,False,"{'a': 0.9, 'e': 0.5652027508520147}",20,0,-46.61890329833113,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
286,False,"{'a': 0.9, 'e': 0.5640723453503107}",20,0,20.868027395783024,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.9, 'e': 0.56294420065961}",20,5,10.526772068085062,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.5618183122582908}",20,3,-80.54974363443952,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
289,False,"{'a': 0.9, 'e': 0.5606946756337743}",20,9,-90.30014051750285,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
290,False,"{'a': 0.9, 'e': 0.5595732862825067}",20,0,-72.78947083753755,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
291,False,"{'a': 0.9, 'e': 0.5584541397099416}",25,0,-55.81829681673904,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
292,False,"{'a': 0.9, 'e': 0.5573372314305218}",20,0,-78.11074671787199,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
293,False,"{'a': 0.9, 'e': 0.5562225569676608}",30,9,-49.4455042571779,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.5551101118537254}",20,0,-4.68892585625623,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.9, 'e': 0.553999891630018}",20,0,-67.35182747795858,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
296,False,"{'a': 0.9, 'e': 0.5528918918467579}",20,11,-59.43423620120352,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
297,False,"{'a': 0.9, 'e': 0.5517861080630644}",20,0,-41.756750691413686,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.9, 'e': 0.5506825358469383}",30,9,11.534718730225581,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.5495811707752444}",20,4,-23.86931454672878,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.5484820084336939}",30,15,-8.957507997388218,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.5473850444168266}",35,16,-31.587836617622973,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.5462902743279929}",25,0,-21.432341756546887,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
303,False,"{'a': 0.9, 'e': 0.5451976937793369}",20,3,12.56436236123709,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.5441072983917782}",35,0,-101.50063185096747,"{0: 24, 1: 1, 2: 9, 3: 0, 4: 1}",0
305,False,"{'a': 0.9, 'e': 0.5430190837949946}",20,15,10.36700802988826,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.5419330456274046}",25,0,-32.750411913053306,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
307,False,"{'a': 0.9, 'e': 0.5408491795361499}",25,0,-138.2358474321312,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
308,False,"{'a': 0.9, 'e': 0.5397674811770775}",30,3,-40.557567756632864,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
309,False,"{'a': 0.9, 'e': 0.5386879462147234}",25,0,-76.27733937147553,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
310,False,"{'a': 0.9, 'e': 0.537610570322294}",25,0,-118.49237097265676,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
311,False,"{'a': 0.9, 'e': 0.5365353491816494}",25,0,-88.50097832589321,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
312,False,"{'a': 0.9, 'e': 0.5354622784832861}",30,9,4.958977224732317,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.5343913539263195}",25,0,-56.77424823668616,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
314,False,"{'a': 0.9, 'e': 0.5333225712184668}",25,5,-77.1360763479922,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
315,False,"{'a': 0.9, 'e': 0.5322559260760299}",30,8,-44.75872048073036,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
